SUMLEV,REGION,DIVISION,STATE,NAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024,POPESTIMATE2025,NPOPCHG_2020,NPOPCHG_2021,NPOPCHG_2022,NPOPCHG_2023,NPOPCHG_2024,NPOPCHG_2025,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,BIRTHS2024,BIRTHS2025,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,DEATHS2024,DEATHS2025,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,NATURALCHG2024,NATURALCHG2025,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,INTERNATIONALMIG2024,INTERNATIONALMIG2025,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,DOMESTICMIG2024,DOMESTICMIG2025,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,NETMIG2024,NETMIG2025,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,RESIDUAL2024,RESIDUAL2025,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,GQESTIMATES2024,GQESTIMATES2025,RBIRTH2021,RBIRTH2022,RBIRTH2023,RBIRTH2024,RBIRTH2025,RDEATH2021,RDEATH2022,RDEATH2023,RDEATH2024,RDEATH2025,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RNATURALCHG2024,RNATURALCHG2025,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RINTERNATIONALMIG2024,RINTERNATIONALMIG2025,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RDOMESTICMIG2024,RDOMESTICMIG2025,RNETMIG2021,RNETMIG2022,RNETMIG2023,RNETMIG2024,RNETMIG2025
10,0,0,0,United States,331516113,331578104,332100166,333996304,336755052,340003797,341784857,61991,522062,1896138,2758748,3248745,1781060,894123,3584459,3680380,3648896,3608217,3620461,852024,3438423,3456354,3154285,3093940,3101603,42099,146036,224026,494611,514277,518858,19892,376026,1672112,2264137,2734468,1262202,0,0,0,0,0,0,19892,376026,1672112,2264137,2734468,1262202,0,0,0,0,0,0,8305481,8169006,7879040,8187501,8341542,8433491,8439257,10.801797082,11.050591516,10.880025713,10.663228136,10.620478879,10.361716378,10.377938199,9.4052288431,9.1434046398,9.0984294966,0.4400807036,0.672653317,1.4747968694,1.5198234962,1.5220493828,1.1331574861,5.0206301198,6.7510471049,8.0810705439,3.7026195511,0,0,0,0,0,1.1331574861,5.0206301198,6.7510471049,8.0810705439,3.7026195511
20,1,0,0,Northeast Region,57617560,57436027,57234503,57174375,57458539,57940522,58042054,-181533,-201524,-60128,284164,481983,101532,146070,572863,588925,579757,574926,572507,193427,561002,564109,528693,516722,512934,-47357,11861,24816,51064,58204,59573,4433,80448,344754,510609,605435,246382,-130285,-288705,-426289,-274149,-179324,-205552,-125852,-208257,-81535,236460,426111,40830,-8324,-5128,-3409,-3360,-2332,1129,1705049,1625517,1670664,1719250,1790521,1830072,1814430,9.9914598808,10.295092659,10.1150181,9.9641365366,9.8722932314,9.7845889436,9.8612801709,9.224104693,8.9553934932,8.8450182379,0.2068709371,0.4338124879,0.8909134073,1.0087430434,1.0272749934,1.4031155171,6.0267001307,8.9085932161,10.492893005,4.2486036868,-5.035382674,-7.452026581,-4.783076525,-3.107893573,-3.544532413,-3.632267157,-1.425326451,4.1255166906,7.3849994325,0.7040712736
30,1,1,0,New England,15122087,15047713,15116021,15178293,15267275,15386901,15431980,-74374,68308,62272,88982,119626,45079,35403,139204,144796,142380,140797,141449,46227,143819,149534,143562,142128,140006,-10824,-4615,-4738,-1182,-1331,1443,1563,26730,110006,121848,135265,70763,-55434,43201,-38619,-30013,-13340,-27602,-53871,69931,71387,91835,121925,43161,-9679,2992,-4377,-1671,-968,475,509209,449361,487560,510677,520997,534806,537438,9.2298917634,9.5592856138,9.3530854803,9.1861546042,9.1793728656,9.5358883618,9.8720835864,9.4307322498,9.2729943222,9.0857289724,-0.305996598,-0.312797973,-0.077646769,-0.086839718,0.0936438932,1.7723269937,7.2624849667,8.0043177385,8.8252249873,4.5921849012,2.8644331633,-2.549587358,-1.971584173,-0.870354499,-1.791239598,4.6367601571,4.7128976084,6.0327335657,7.9548704881,2.8009453036
30,1,2,0,Middle Atlantic,42495473,42388314,42118482,41996082,42191264,42553621,42610074,-107159,-269832,-122400,195182,362357,56453,110667,433659,444129,437377,434129,431058,147200,417183,414575,385131,374594,372928,-36533,16476,29554,52246,59535,58130,2870,53718,234748,388761,470170,175619,-74851,-331906,-387670,-244136,-165984,-177950,-71981,-278188,-152922,144625,304186,-2331,1355,-8120,968,-1689,-1364,654,1195840,1176156,1183104,1208573,1269524,1295266,1276992,10.263292907,10.560097536,10.390563922,10.245550513,10.123045976,9.873359771,9.8573892626,9.1493797655,8.8405099612,8.7579102809,0.3899331363,0.702708273,1.2411841561,1.405040552,1.3651356954,1.2713297047,5.5816255554,9.2356160034,11.096126923,4.1242691501,-7.855131557,-9.217666515,-5.799826496,-3.917262971,-4.179010786,-6.583801852,-3.63604096,3.4357895069,7.1788639515,-0.054741636
20,2,0,0,Midwest Region,68999462,68979566,68867096,68872112,69132050,69518281,69762666,-19896,-112470,5016,259938,386231,244385,190006,747473,753901,744414,735192,737743,186270,762711,771578,701318,684822,691326,3736,-15238,-17677,43096,50370,46417,3082,55297,218638,314946,382875,180161,-37458,-175434,-180661,-91566,-43686,16040,-34376,-120137,37977,223380,339189,196201,10744,22905,-15284,-6538,-3328,1767,1740852,1735403,1640399,1692184,1717350,1734689,1741779,10.844992387,10.946788659,10.788283327,10.604980092,10.593595404,11.066078626,11.203462125,10.163722454,9.8784041129,9.9270720783,-0.221086239,-0.256673467,0.6245608738,0.7265759791,0.6665233257,0.8022972656,3.1746661415,4.5642971261,5.5228862021,2.5870157244,-2.545349992,-2.62323274,-1.327003457,-0.630160775,0.230325832,-1.743052726,0.5514334016,3.2372936694,4.8927254274,2.8173415564
30,2,3,0,East North Central,47381476,47353837,47203510,47163396,47315626,47555538,47693655,-27639,-150327,-40114,152230,239912,138117,127310,500297,504103,496475,490580,490449,133469,530478,537461,485626,472717,475551,-6159,-30181,-33358,10849,17863,14898,1990,37011,158278,231180,275271,129075,-31173,-172366,-154584,-85055,-50632,-7114,-29183,-135355,3694,146125,224639,121961,7703,15209,-10450,-4744,-2590,1258,1139260,1137576,1051131,1093290,1116612,1129762,1136668,10.581874722,10.683893779,10.509740459,10.342025528,10.298228983,11.220238656,11.390878917,10.280081011,9.965451673,9.9854074354,-0.638363934,-0.706985137,0.2296594476,0.3765738555,0.312821548,0.7828265317,3.3545234597,4.8937847811,5.803048859,2.710259183,-3.645745264,-3.276233302,-1.800505513,-1.067384395,-0.149376594,-2.862918732,0.0782901582,3.0932792679,4.7356644639,2.5608825893
30,2,4,0,West North Central,21617986,21625729,21663586,21708716,21816424,21962743,22069011,7743,37857,45130,107708,146319,106268,62696,247176,249798,247939,244612,247294,52801,232233,234117,215692,212105,215775,9895,14943,15681,32247,32507,31519,1092,18286,60360,83766,107604,51086,-6285,-3068,-26077,-6511,6946,23154,-5193,15218,34283,77255,114550,74240,3041,7696,-4834,-1794,-738,509,601592,597827,589268,598894,600738,604927,605111,11.41972332,11.518779889,11.392909937,11.174812897,11.232530051,10.729345105,10.795691684,9.9111456046,9.6897686518,9.8008814275,0.6903782146,0.723088205,1.4817643321,1.4850442449,1.4316486234,0.844827413,2.7833431576,3.8490858387,4.9157627874,2.3204163068,-0.141743985,-1.20247249,-0.299183414,0.3173198796,1.0516955559,0.7030834283,1.5808706672,3.5499024242,5.2330826669,3.3721118627
20,3,0,0,South Region,126281605,126473371,127380165,129066102,130894372,132662072,133833983,191766,906794,1685937,1828270,1767700,1171911,348450,1427445,1481260,1488839,1472891,1481266,314317,1404166,1415258,1268450,1256122,1258400,34133,23279,66002,220389,216769,222866,8937,155227,757942,919367,1146872,596005,154622,732442,836925,677221,398525,357790,163559,887669,1594867,1596588,1545397,953795,-5926,-4154,25068,11293,5534,-4750,3069808,3038941,3004268,3055673,3092194,3114225,3122968,11.24620931,11.552205593,11.454349018,11.17704411,11.116607336,11.062804341,11.037462284,9.7587912538,9.5320909702,9.4440422392,0.1834049694,0.5147433088,1.6955577639,1.6449531395,1.6725650967,1.2229650408,5.911117435,7.073129125,8.7030465474,4.472899233,5.7705873358,6.5270983258,5.210184376,3.0242098729,2.6851429377,6.9935523766,12.438215761,12.283313501,11.72725642,7.1580421706
30,3,5,0,South Atlantic,66098022,66176335,66686315,67671784,68680474,69586214,70198706,78313,509980,985469,1008690,905740,612492,172327,699936,728467,728106,720902,726922,168537,727706,744850,673836,666037,664595,3790,-27770,-16383,54270,54865,62327,5995,97729,475583,560519,617293,349644,77805,447313,507501,385372,229300,203812,83800,545042,983084,945891,846593,553456,-9277,-7292,18768,8529,4282,-3291,1629686,1596015,1594010,1624765,1639083,1649751,1654738,10.536234224,10.843663395,10.679779135,10.427703309,10.40057826,10.954259907,11.087534068,9.8837527135,9.6340920526,9.508822554,-0.418025683,-0.243870673,0.7960264215,0.7936112565,0.8917557058,1.4711282667,7.0793350537,8.2216313572,8.9290198374,5.0025997082,6.733464973,7.5544534163,5.6525943267,3.3167786589,2.9160799319,8.2045932397,14.63378847,13.874225684,12.245798496,7.9186796401
30,3,6,0,East South Central,19405307,19427354,19472696,19602668,19763302,19948564,20069188,22047,45342,129972,160634,185262,120624,54324,223503,227935,229537,227320,228238,56467,258569,260942,231238,228831,229519,-2143,-35066,-33007,-1701,-1511,-1281,522,7308,47001,67578,113031,50096,23105,69814,114362,93969,73356,72099,23627,77122,161363,161547,186387,122195,563,3286,1616,788,386,-290,506093,509161,475736,497611,503868,505146,507717,11.491142042,11.66643003,11.661696638,11.448467317,11.406837645,13.294018902,13.355832079,11.748116457,11.524565479,11.470859233,-1.80287686,-1.689402049,-0.086419819,-0.076098162,-0.064021587,0.3757321649,2.4056589722,3.4333207082,5.6925554694,2.5036888629,3.5894041267,5.8534067654,4.7741234371,3.6944121437,3.6033508329,3.9651362916,8.2590657377,8.2074441453,9.3869676132,6.1070396958
30,3,7,0,West South Central,40778276,40869682,41221154,41791650,42450596,43127294,43566089,91406,351472,570496,658946,676698,438795,121799,504006,524858,531196,524669,526106,89313,417891,409466,363376,361254,364286,32486,86115,115392,167820,163415,161820,2420,50190,235358,291270,416548,196265,53712,215315,215062,197880,95869,81879,56132,265505,450420,489150,512417,278144,2788,-148,4684,1976,866,-1169,934029,933765,934522,933297,949243,959328,960513,12.27922688,12.645230006,12.611154741,12.261788647,12.137166224,10.181185145,9.8651287577,8.6269304833,8.4426947194,8.4040093348,2.0980417351,2.780101248,3.9842242573,3.8190939272,3.7331568893,1.2227917864,5.6704023635,6.9150577965,9.7349443881,4.5277965447,5.2457743274,5.1814175558,4.6978804435,2.2405086174,1.8889330919,6.4685661138,10.851819919,11.61293824,11.975453005,6.4167296367
20,4,0,0,West Region,78617486,78689140,78618402,78883715,79270091,79882922,80146154,71654,-70738,265313,386376,612831,263232,209597,836678,856294,835886,825208,828945,158010,710544,705409,655824,636274,638943,51587,126134,150885,180062,188934,190002,3440,85054,350778,519215,599286,239654,13121,-268303,-229975,-311506,-175515,-168278,16561,-183249,120803,207709,423771,71376,3506,-13623,-6375,-1395,126,1854,1789772,1769145,1563709,1720394,1741477,1754505,1760080,10.637481069,10.87342845,10.570545485,10.36999532,10.359929842,9.0338198788,8.9574542036,8.2934962691,7.9957518618,7.9853363647,1.60366119,1.9159742469,2.2770492163,2.3742434584,2.374593477,1.0813721824,4.4542639386,6.5659501106,7.5309413087,2.9951307099,-3.411190545,-2.920278208,-3.93927921,-2.205613286,-2.103092815,-2.329818363,1.5339857305,2.6266709004,5.3253280225,0.8920378944
30,4,8,0,Mountain,24928332,25006940,25284969,25554105,25829773,26153377,26346149,78608,278029,269136,275668,323604,192772,68891,276996,282650,280129,279591,285113,54956,241496,250419,222898,220909,223624,13935,35500,32231,57231,58682,61489,1020,21407,87626,145878,185588,67811,64719,220677,148323,73506,78773,62734,65739,242084,235949,219384,264361,130545,-1066,445,956,-947,561,738,523881,520413,490001,511420,518598,525670,526242,11.015529357,11.119400011,10.903381018,10.756985677,10.861545683,9.6037714536,9.8514382854,8.6757951589,8.4992540852,8.519086439,1.4117579032,1.2679617257,2.2275858587,2.2577315919,2.3424592443,0.8513098996,3.4471910326,5.6779677081,7.1403137363,2.583299514,8.775845037,5.8350000631,2.861053033,3.0307128368,2.3898882439,9.6271549366,9.2821910958,8.5390207411,10.171026573,4.9731877579
30,4,9,0,Pacific,53689154,53682200,53333433,53329610,53440318,53729545,53800005,-6954,-348767,-3823,110708,289227,70460,140706,559682,573644,555757,545617,543832,103054,469048,454990,432926,415365,415319,37652,90634,118654,122831,130252,128513,2420,63647,263152,373337,413698,171843,-51598,-488980,-378298,-385012,-254288,-231012,-49178,-425333,-115146,-11675,159410,-59169,4572,-14068,-7331,-448,-435,1116,1265891,1248732,1073708,1208974,1222879,1228835,1233838,10.459817586,10.756190408,10.410365735,10.182284174,10.115024196,8.7659716034,8.531352326,8.1095118843,7.7515261916,7.7247417105,1.6938459823,2.2248380819,2.3008538509,2.4307579828,2.3902824851,1.1894897636,4.9342676263,6.9932987123,7.7204166996,3.1962004863,-9.138477927,-7.093328474,-7.21199325,-4.745513205,-4.296716577,-7.948988163,-2.159060847,-0.218694537,2.974903495,-1.100516091
40,3,6,1,Alabama,5025437,5032962,5050058,5076868,5117850,5163055,5193088,7525,17096,26810,40982,45205,30033,13899,57327,58251,58640,57648,57680,15121,69137,67263,60111,59508,59868,-1222,-11810,-9012,-1471,-1860,-2188,134,1808,8391,12621,22102,8946,9450,25795,27718,29774,24953,23358,9584,27603,36109,42395,47055,32304,-837,1303,-287,58,10,-83,129053,132345,132684,139735,142803,145212,145596,11.370997975,11.504182019,11.503996481,11.214576927,11.13928226,13.713550107,13.283991608,11.792577293,11.576412777,11.561833397,-2.342552132,-1.779809589,-0.288580812,-0.36183585,-0.422551137,0.3586227142,1.6571662516,2.4759880558,4.2996214827,1.727670234,5.1165226291,5.4741191947,5.8410639706,4.8542419174,4.5109458222,5.4751453434,7.1312854463,8.3170520264,9.1538634002,6.2386160562
40,4,9,2,Alaska,733383,732906,734590,733659,734654,736537,737270,-477,1684,-931,995,1883,733,2408,9460,9392,9130,9037,8867,1193,5431,6470,5616,5620,5559,1215,4029,2922,3514,3417,3308,63,873,1976,2335,2608,1959,-1697,-3043,-5909,-4913,-4183,-4525,-1634,-2170,-3933,-2578,-1575,-2566,-58,-175,80,59,41,-9,30294,30222,30251,30764,31709,31493,31431,12.892709759,12.793470317,12.436040544,12.285284508,12.032783126,7.4017237526,8.8132190112,7.6495951476,7.6400684887,7.5437285886,5.4909860061,3.9802513061,4.7864453969,4.6452160189,4.489054537,1.1897817779,2.6916415404,3.1805207745,3.5454268005,2.6584213537,-4.147200401,-8.049043452,-6.692033647,-5.686549197,-6.140559788,-2.957418623,-5.357401912,-3.511512872,-2.141122397,-3.482138435
40,4,8,4,Arizona,7158104,7186647,7274022,7370065,7452073,7556424,7623818,28543,87375,96043,82008,104351,67394,18108,75661,79135,78678,78372,78926,18083,80332,79842,70826,69279,71277,25,-4671,-707,7852,9093,7649,249,8016,26676,39747,60743,28219,29864,84233,68315,34804,34303,31107,30113,92249,94991,74551,95046,59326,-1595,-203,1759,-395,212,419,166868,165768,151002,161389,163528,166157,166962,10.464384462,10.807775179,10.616282212,10.443684001,10.398516703,11.110412665,10.904332923,9.5567859374,9.2319703965,9.3907593832,-0.646028202,-0.096557744,1.0594962751,1.2117136046,1.0077573203,1.1086624001,3.6432452225,5.3631938928,8.0944814128,3.7178590434,11.649945103,9.3300456355,4.6962185887,4.5711439327,4.0983536363,12.758607503,12.973290858,10.059412482,12.665625345,7.8162126796
40,3,7,5,Arkansas,3011530,3014399,3027127,3047429,3069856,3096080,3114791,2869,12728,20302,22427,26224,18711,8518,34950,36160,35330,35272,35414,8462,40142,40393,36406,36294,36638,56,-5192,-4233,-1076,-1022,-1224,95,1348,6017,5592,13244,5470,2524,16218,18583,17825,13919,14475,2619,17566,24600,23417,27163,19945,194,354,-65,86,83,-10,82491,82426,80336,82163,83707,85713,86745,11.569924552,11.905396872,11.55087592,11.440923162,11.403875559,13.288695604,13.299078978,11.90266597,11.7724219,11.798023176,-1.718771052,-1.393682106,-0.351790051,-0.331498738,-0.394147616,0.4462448726,1.9810501377,1.8282620476,4.2958603528,1.7614276645,5.3688422428,6.1183072475,5.827748748,4.5148052137,4.6611819824,5.8150871154,8.0993573851,7.6560107956,8.8106655664,6.4226096469
40,4,9,6,California,39555703,39527808,39152927,39125347,39181667,39364774,39355309,-27895,-374881,-27580,56320,183107,-9465,103116,412508,424110,410395,400854,398632,74350,344771,318097,303116,289060,288917,28766,67737,106013,107279,111794,109715,1388,44122,214150,292113,312761,109278,-62399,-470759,-344130,-343891,-241611,-229077,-61011,-426637,-129980,-51778,71150,-119799,4350,-15981,-3613,819,163,619,935458,922058,767691,878703,892034,895386,898968,10.485616333,10.835956858,10.481691972,10.206802368,10.12783485,8.7637971353,8.1273381168,7.7417330713,7.3602316367,7.3403631955,1.7218191975,2.7086187414,2.7399589007,2.8465707313,2.7874716545,1.1215451915,5.4715054141,7.4607109907,7.9637217427,2.7763690239,-11.96630916,-8.792477974,-8.783146807,-6.152054681,-5.820039595,-10.84476397,-3.32097256,-1.322435817,1.811667062,-3.043670571
40,4,8,8,Colorado,5775326,5786873,5814368,5853355,5912240,5988502,6012561,11547,27495,38987,58885,76262,24059,15563,62064,62598,62233,62517,65380,11888,46505,49604,45204,44713,44772,3675,15559,12994,17029,17804,20608,239,3917,21473,35920,53313,15356,7201,6200,5425,6008,4995,-12100,7440,10117,26898,41928,58308,3256,432,1819,-905,-72,150,195,128505,126620,116218,124625,127168,129696,130000,10.699544988,10.730114179,10.578810506,10.506403718,10.895701489,8.0172457412,8.5027729918,7.6840992742,7.5143213759,7.4613390497,2.6822992471,2.2273411873,2.8947112322,2.9920823424,3.4343624394,0.6752725851,3.6807524484,6.1059385437,8.9596094092,2.5591066391,1.0688511686,0.9299158028,1.0212828166,0.8394434566,-2.016488039,1.7441237537,4.6106682512,7.1272213602,9.7990528658,0.5426185997
40,1,1,9,Connecticut,3607750,3579643,3607765,3618707,3641369,3674449,3688496,-28107,28122,10942,22662,33080,14047,8460,33924,35611,35082,34584,34700,11936,34598,34903,33014,32883,32417,-3476,-674,708,2068,1701,2283,409,6216,22859,27669,35456,17534,-21208,20664,-11105,-6498,-3827,-5945,-20799,26880,11754,21171,31629,11589,-3832,1916,-1520,-577,-250,175,109801,88243,101847,105585,108738,111828,112481,9.4398425691,9.8557082903,9.6643616403,9.454581839,9.4255763149,9.6273927958,9.6597620526,9.0946706343,8.9895620695,8.8054440173,-0.187550227,0.1959462377,0.569691006,0.4650197695,0.6201322976,1.7296917053,6.3264619305,7.6222342576,9.6929693986,4.7627681587,5.7500562094,-3.073422273,-1.790063906,-1.046226136,-1.614842974,7.4797479147,3.2530396575,5.8321703519,8.6467432623,3.1479251848
40,3,5,10,Delaware,989950,991890,1005130,1020279,1035354,1050123,1059952,1940,13240,15149,15075,14769,9829,2577,10162,10844,10721,10422,10328,2966,11246,11508,10983,10619,10882,-389,-1084,-664,-262,-197,-554,64,939,3090,5322,6799,3473,2235,13680,12530,9872,8040,6855,2299,14619,15620,15194,14839,10328,30,-295,193,143,127,55,22713,22426,22674,23821,23735,23811,23825,10.177163974,10.707960713,10.430850254,9.9948357138,9.7892255015,11.262781545,11.363630753,10.685759569,10.183761317,10.31432532,-1.08561757,-0.65567004,-0.254909315,-0.188925603,-0.525099819,0.9404011978,3.0512355776,5.1779670788,6.5203308404,3.2918261199,13.700413616,12.37280964,9.6048273208,7.7104662387,6.4973993815,14.640814814,15.424045218,14.7827944,14.230797079,9.7892255015
40,3,5,11,District of Columbia,689544,670958,669637,674501,682559,691310,693645,-18586,-1321,4864,8058,8751,2335,2189,8504,8495,8055,7747,7336,2002,5810,5567,5050,4920,4820,187,2694,2928,3005,2827,2516,52,1745,7513,7870,6307,3915,-15396,-6258,-5029,-2706,-386,-4128,-15344,-4513,2484,5164,5921,-213,-3429,498,-548,-111,3,32,40695,21794,38600,36877,36611,37268,37232,12.686903949,12.640071183,11.871251087,11.277640008,10.593846009,8.6677930322,8.2833756653,7.442559651,7.1622549166,6.9605149626,4.0191109172,4.3566955179,4.4286914359,4.1153850913,3.6333310469,2.6033216594,11.178911689,11.598602862,9.1813702762,5.6536132943,-9.336152977,-7.482862623,-3.988032954,-0.561916748,-5.961204516,-6.732831317,3.6960490664,7.6105699085,8.6194535287,-0.307591221
40,3,5,12,Florida,21538207,21591325,21836698,22413989,22929248,23265838,23462518,53118,245373,577291,515259,336590,196680,50409,208256,222202,224378,221213,225971,56364,250266,260264,231949,229252,227304,-5955,-42010,-38062,-7571,-8039,-1333,2838,46857,287845,333449,283664,178674,61662,253220,310892,183646,58411,22517,64500,300077,598737,517095,342075,201191,-5427,-12694,16616,5735,2554,-3178,464594,470191,474513,479527,483543,487751,489404,9.5908579582,10.042872329,9.8968673101,9.5773390269,9.6716862883,11.525553443,11.763162005,10.230809062,9.9253847043,9.7287394404,-1.934695485,-1.720289676,-0.333941752,-0.348045677,-0.057053152,2.1579154087,13.009741521,14.707772187,12.281133106,7.6473480043,11.661594634,14.051397665,8.1002598028,2.5288836999,0.9637403036,13.819510043,27.061139186,22.808031989,14.810016806,8.6110883079
40,3,5,13,Georgia,10713861,10732595,10793038,10929992,11063669,11204208,11302748,18734,60443,136954,133677,140539,98540,29838,121375,125747,126265,125708,126446,24705,109407,110519,98375,97476,97815,5133,11968,15228,27890,28232,28631,732,10163,42619,52726,86526,42579,11584,37079,79102,52348,25403,27333,12316,47242,121721,105074,111929,69912,1285,1233,5,713,378,-3,257135,255966,234192,251644,252806,255471,258265,11.277252567,11.577298379,11.481944729,11.290524014,11.23617072,10.165275976,10.175284019,8.9457594168,8.75485346,8.6919794929,1.1119765909,1.4020143599,2.5361853127,2.5356705536,2.5441912269,0.9442695599,3.9238540848,4.7946542415,7.7713739841,3.7836302697,3.4451019396,7.2827777709,4.7602807009,2.2815825685,2.4288491078,4.3893714996,11.206631856,9.5549349424,10.052956553,6.2124793775
40,4,9,15,Hawaii,1455267,1451130,1446909,1437812,1434950,1434952,1432820,-4137,-4221,-9097,-2862,2,-2132,3825,15525,15726,15245,14737,14631,2858,12239,13490,12979,12704,12607,967,3286,2236,2266,2033,2024,123,2052,4598,6350,6588,4768,-4865,-9849,-15999,-11327,-8486,-8876,-4742,-7797,-11401,-4977,-1898,-4108,-362,290,68,-151,-133,-48,40754,38540,40272,39690,39899,40877,40816,10.714141528,10.902960806,10.613479293,10.270037095,10.203740046,8.4464011699,9.3527242323,9.0359034267,8.853263979,8.79219129,2.2677403582,1.550236574,1.577575866,1.4167731163,1.4115487563,1.4161300107,3.1878299496,4.4208326342,4.5910975357,3.3252294813,-6.797009978,-11.09223388,-7.885790748,-5.913790784,-6.190171325,-5.380879967,-7.904403927,-3.464958113,-1.322693249,-2.864941843
40,4,8,16,Idaho,1839123,1849328,1904855,1942951,1970497,2000872,2029733,10205,55527,38096,27546,30375,28861,5459,21845,22375,22357,22868,23695,3630,17114,18939,16829,16782,16795,1829,4731,3436,5528,6086,6900,58,699,5908,7179,8154,2148,8812,52350,28019,14713,15975,19915,8870,53049,33927,21892,24129,22063,-494,-2253,733,126,160,-102,49720,49670,50069,50068,50218,50297,50258,11.637685217,11.630004215,11.425729945,11.516431739,11.757540121,9.1172966262,9.8440513893,8.600599778,8.4514936789,8.3337364986,2.5203885905,1.7859528261,2.8251301665,3.0649380604,3.4238036225,0.3723846174,3.0708408896,3.6688873852,4.1063925311,1.0658449538,27.888890872,14.56362405,7.5192004595,8.045084705,9.8818911801,28.261275489,17.634464939,11.188087845,12.151477236,10.947736134
40,2,3,17,Illinois,12821741,12795348,12703354,12609577,12633389,12703033,12719141,-26393,-91994,-93777,23812,69644,16108,33452,131839,129746,127000,125470,125129,35327,128445,127075,116926,113529,114226,-1875,3394,2671,10074,11941,10903,507,11432,51733,94146,111121,44752,-25229,-108364,-149904,-79784,-53080,-40017,-24722,-96932,-98171,14362,58041,4735,204,1544,1723,-624,-338,470,284612,283167,287625,282941,290369,294657,296623,10.340840095,10.251361251,10.062209013,9.9043187708,9.8440833581,10.074630466,10.040322869,9.2640460713,8.9617231668,8.9863282346,0.266209629,0.2110383819,0.7981629417,0.9425956041,0.8577551235,0.8966730934,4.0874760809,7.4591868483,8.7716410786,3.520705979,-8.4995699,-11.844065,-6.3212857,-4.190015465,-3.148196531,-7.602896806,-7.756588915,1.1379011484,4.5816256139,0.3725094479
40,2,3,18,Indiana,6786605,6790290,6814223,6841491,6881373,6934754,6973333,3685,23933,27268,39882,53381,38579,19425,77620,80451,79708,79448,79648,19147,77873,79703,72091,70277,71087,278,-253,748,7617,9171,8561,342,6065,25501,29749,38414,17852,1635,15069,3966,3077,6024,12197,1977,21134,29467,32826,44438,30049,1430,3052,-2947,-561,-228,-31,179445,179414,176708,176450,176529,179125,181835,11.410919303,11.782759949,11.616817014,11.50076284,11.453480267,11.448112843,11.673208739,10.506698893,10.173183845,10.222397947,-0.03719354,0.1095512106,1.1101181211,1.3275789952,1.2310823192,0.8916158925,3.7348468194,4.3356838631,5.5607479578,2.5671395354,2.2152942924,0.5808557502,0.448448662,0.8720244103,1.7539435869,3.1069101849,4.3157025696,4.7841325251,6.4327723681,4.3210831224
40,2,4,19,Iowa,3190582,3191081,3199037,3201890,3214739,3230454,3238387,499,7956,2853,12849,15715,7933,9091,35845,36774,36415,36280,36470,8032,35466,35685,32987,32751,33521,1059,379,1089,3428,3529,2949,199,3701,9235,13275,12701,5903,-1242,2294,-6301,-3502,-427,-970,-1043,5995,2934,9773,12274,4933,483,1582,-1170,-352,-88,51,98754,98742,98734,100176,100170,100518,100589,11.21888516,11.490210715,11.350196497,11.25800267,11.275590171,11.100264502,11.1499475,10.281722693,10.162922972,10.363834882,0.1186206577,0.340263215,1.0684738045,1.0950796974,0.9117552897,1.1583510664,2.8855195505,4.1376866264,3.9412318607,1.8250564514,0.7179836116,-1.968777335,-1.091538875,-0.132501851,-0.299899163,1.876334678,0.9167422156,3.0461477514,3.8087300101,1.5251572886
40,2,4,20,Kansas,2937986,2938274,2938966,2938034,2949749,2965252,2977220,288,692,-932,11715,15503,11968,8501,34178,34404,34681,33957,34416,6984,32781,33232,30221,29122,29465,1517,1397,1172,4460,4835,4951,136,2068,6270,12815,15548,7440,-1904,-4610,-7185,-5284,-4775,-519,-1768,-2542,-915,7531,10773,6921,539,1837,-1189,-276,-105,96,86932,86885,86365,86928,86725,86850,86795,11.630629343,11.708014293,11.78066515,11.481654864,11.583058364,11.155236131,11.309171346,10.265663663,9.8468284283,9.9167484508,0.4753932118,0.3988429471,1.515001487,1.6348264354,1.6663099128,0.7037316836,2.133741705,4.3530816268,5.2571419684,2.5040084329,-1.568763569,-2.445125064,-1.794903107,-1.614539034,-0.174674782,-0.865031886,-0.311383359,2.5581785198,3.6426029345,2.329333651
